ID,age,gender,ses,poli,civicengage1,colleff1_1,colleff2_1,affectpol1,polar1,perpolarlay1,perpolarelite1,media1_tv1,media2_newspaper1,media3_sns1,media4_youtube1,media5_community1,media6_other1,media6_othertext1,civicengage2,colleff1_2,colleff2_2,voteintention2,media1_tv2,media2_newspaper2,media3_sns2,media4_youtube2,media5_community2,media6_other2,media6_othertext2,media1_tv_perc2,media2_newspaper_perc2,media3_sns_perc2,media4_youtube_perc2,media5_community_perc2,media6_other_perc2,media6_othertext_perc2,affectpol2,polar2,perpolarlay2,perpolarelite2,civicengage3,colleff1_3,colleff2_3,vote3,media1_tv3,media2_newspaper3,media3_sns3,media4_youtube3,media5_community3,media6_other3,media6_othertext3,media1_tv_perc3,media2_newspaper_perc3,media3_sns_perc3,media4_youtube_perc3,media5_community_perc3,media6_other_perc3,media6_othertext_perc3,affectpol3,polar3,perpolarlay3,perpolarelite3
778,20,2,3,3,100,4,4,76,3,6,7,1,NA,3,NA,NA,NA,NA,71,5,5,1,NA,NA,3,NA,NA,NA,NA,40,0,60,0,0,NA,NA,74,4,5,6,71,4,4,1,NA,NA,3,NA,NA,NA,NA,20,20,60,0,0,0,0,30,4,5,4
779,43,2,7,5,42,3,3,16,2,0,0,1,NA,3,NA,NA,NA,NA,65,4,4,1,NA,NA,3,NA,NA,NA,NA,0,20,60,20,0,NA,NA,27,0,1,0,13,3,2,1,1,NA,3,NA,NA,NA,NA,20,0,60,20,0,0,0,10,1,0,2
780,41,2,5,5,50,4,3,50,4,6,5,NA,NA,NA,NA,5,NA,NA,50,4,4,1,NA,NA,NA,NA,5,NA,NA,30,10,0,10,50,NA,NA,80,3,7,6,50,3,4,1,1,2,NA,4,5,NA,NA,20,20,0,10,50,0,0,66,4,5,5
781,65,2,4,3,50,4,4,24,1,7,10,1,NA,NA,NA,NA,NA,NA,11,4,3,1,1,NA,NA,NA,5,NA,NA,40,20,20,10,10,NA,NA,29,2,7,10,22,4,4,1,1,2,NA,NA,NA,NA,NA,70,20,0,0,10,0,0,40,1,6,9
782,37,2,6,4,50,4,4,100,6,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,1,1,NA,NA,4,NA,NA,NA,70,5,0,25,0,0,0,100,8,3,3
783,27,1,6,5,50,4,4,0,1,7,6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
784,68,1,6,6,30,2,4,20,1,2,4,1,2,3,NA,NA,NA,NA,31,4,4,1,1,2,NA,NA,NA,NA,NA,30,60,5,5,0,NA,NA,11,1,2,4,60,3,4,1,1,2,NA,NA,NA,NA,NA,30,70,0,0,0,0,0,4,1,4,4
785,27,2,6,5,8,5,3,27,3,5,6,NA,2,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,1,NA,NA,NA,4,NA,NA,NA,20,20,0,40,20,0,0,45,2,6,6
786,48,2,7,3,35,4,4,0,2,4,5,1,NA,NA,NA,NA,NA,NA,0,4,4,1,NA,2,NA,NA,NA,NA,NA,40,60,0,0,0,NA,NA,25,3,0,2,50,4,4,1,NA,2,NA,NA,NA,NA,NA,20,70,0,10,0,0,0,13,2,4,6
787,34,1,6,3,57,2,4,15,2,0,1,NA,NA,NA,4,NA,NA,NA,50,3,3,1,1,2,NA,NA,NA,NA,NA,80,20,0,0,0,NA,NA,0,2,3,1,50,3,3,1,1,2,NA,NA,NA,NA,NA,50,50,0,0,0,0,0,0,4,1,3
788,62,1,4,3,75,4,5,48,1,4,0,1,NA,3,4,NA,NA,NA,73,5,4,1,1,NA,NA,NA,NA,NA,NA,30,25,15,10,20,NA,NA,51,0,1,2,76,5,5,1,1,NA,3,NA,NA,NA,NA,50,10,10,10,5,0,15,41,1,1,0
789,62,2,3,1,76,5,2,82,8,0,0,1,NA,NA,NA,NA,NA,NA,82,4,4,1,1,2,NA,NA,NA,NA,NA,40,60,0,0,0,NA,NA,17,7,2,0,65,5,5,1,1,2,NA,NA,NA,NA,NA,50,10,5,20,10,0,5,68,1,3,8
790,44,1,4,5,63,3,4,40,2,0,0,NA,NA,NA,4,NA,NA,NA,62,3,4,1,NA,NA,NA,4,NA,NA,NA,20,10,0,70,0,NA,NA,42,0,2,1,63,3,3,1,NA,NA,NA,4,NA,NA,NA,10,0,0,90,0,0,0,63,0,1,1
791,29,2,5,2,100,4,4,81,3,6,6,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
792,54,2,1,5,50,3,3,0,1,6,10,1,NA,NA,4,NA,NA,NA,0,3,3,1,1,NA,NA,4,NA,NA,NA,50,0,0,50,0,NA,NA,0,1,6,10,7,3,3,1,1,NA,NA,NA,NA,NA,NA,80,0,0,20,0,0,0,0,1,10,10
793,28,2,7,5,3,4,2,0,1,0,0,NA,NA,NA,4,NA,NA,NA,11,4,4,1,NA,NA,NA,4,NA,NA,NA,35,0,0,65,0,NA,NA,5,4,0,0,2,4,2,1,NA,NA,NA,4,NA,6,회사동료,30,5,0,60,0,5,0,28,2,1,2
794,20,2,6,2,50,4,4,26,5,10,8,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,2,2,1,NA,NA,NA,NA,5,NA,NA,100,0,0,0,0,0,0,57,0,10,1
795,61,2,8,5,67,2,4,47,4,0,1,1,NA,3,NA,NA,NA,NA,93,4,3,1,1,NA,NA,NA,NA,NA,NA,70,10,10,10,0,NA,NA,82,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
796,33,1,3,5,0,5,3,0,0,4,4,NA,2,NA,NA,NA,NA,NA,0,4,3,1,1,2,NA,4,NA,NA,NA,30,30,5,30,5,NA,NA,90,2,7,3,31,4,3,1,1,2,NA,4,NA,NA,NA,30,30,0,20,20,0,0,3,2,3,4
797,27,1,1,3,86,5,5,77,5,7,8,NA,NA,3,4,NA,NA,NA,60,5,5,1,1,NA,3,NA,NA,NA,NA,50,0,50,0,0,NA,NA,29,1,6,5,50,5,5,1,1,NA,3,NA,NA,NA,NA,50,0,50,0,0,0,0,26,2,3,5
798,67,2,7,2,79,4,2,65,0,0,3,1,NA,NA,NA,5,NA,NA,82,2,3,2,1,2,NA,NA,NA,NA,NA,55,20,5,10,10,NA,NA,73,0,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
799,43,1,7,4,20,4,4,55,1,6,6,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
800,61,2,4,5,50,5,4,32,1,1,2,1,NA,NA,NA,NA,NA,NA,0,4,3,1,1,NA,NA,NA,NA,NA,NA,30,60,0,10,0,NA,NA,18,0,6,6,50,5,3,1,1,2,NA,4,NA,NA,NA,60,10,0,30,0,0,0,0,2,0,0
801,19,2,1,3,0,5,4,10,0,2,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
802,33,2,4,7,21,4,2,71,5,5,0,NA,2,NA,4,NA,NA,NA,10,4,2,1,1,NA,3,4,NA,NA,NA,20,20,10,30,20,NA,NA,56,5,4,4,18,4,4,1,1,NA,3,4,NA,NA,NA,20,20,20,20,20,0,0,32,6,9,2
803,23,1,8,7,75,5,5,48,2,5,8,1,2,NA,NA,NA,NA,NA,67,4,5,1,1,NA,NA,NA,5,NA,NA,90,0,0,0,10,NA,NA,68,6,5,5,67,5,5,1,1,2,NA,NA,5,NA,NA,45,45,0,0,10,0,0,73,6,5,7
804,28,1,6,7,30,2,2,21,3,6,7,NA,2,NA,NA,5,NA,NA,20,3,2,1,1,NA,NA,NA,5,NA,NA,20,40,0,0,40,NA,NA,49,2,8,7,15,2,2,1,1,2,NA,NA,5,NA,NA,0,50,0,0,50,0,0,22,2,7,6
805,60,1,3,7,72,4,4,0,1,3,0,1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,4,4,1,1,2,NA,4,NA,NA,NA,50,20,0,30,0,0,0,51,0,0,0
806,29,1,3,4,23,4,4,15,1,6,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
807,40,2,3,4,24,4,3,23,1,3,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
808,38,2,7,4,27,4,3,9,0,5,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
809,49,2,4,1,10,5,4,70,3,9,8,1,2,NA,NA,NA,NA,NA,0,3,4,1,1,2,NA,4,NA,NA,NA,50,30,0,20,0,NA,NA,70,4,8,8,10,4,4,1,1,2,NA,4,NA,NA,NA,40,30,30,0,0,0,0,100,2,9,9
810,23,2,7,0,24,5,4,51,6,5,4,1,2,3,NA,NA,NA,NA,16,3,3,1,1,NA,3,NA,NA,NA,NA,20,50,30,0,0,NA,NA,55,2,8,4,74,4,4,1,NA,NA,NA,NA,5,NA,NA,20,10,0,70,0,0,0,71,3,1,1
811,28,2,6,7,75,4,2,30,5,3,6,1,2,NA,4,NA,NA,NA,16,4,3,1,NA,NA,NA,4,5,NA,NA,20,20,20,20,20,NA,NA,48,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812,25,1,5,8,74,3,4,2,2,0,3,NA,NA,NA,4,NA,NA,NA,76,2,2,1,1,NA,3,4,5,NA,NA,30,30,0,10,30,NA,NA,6,2,2,2,0,1,2,1,NA,NA,3,4,5,NA,NA,10,10,0,0,80,0,0,0,2,1,1
813,26,2,4,6,22,4,4,77,0,6,6,1,2,3,NA,NA,NA,NA,53,4,4,1,1,2,3,NA,NA,NA,NA,20,10,70,0,0,NA,NA,24,0,4,4,63,5,4,1,1,2,3,NA,NA,NA,NA,10,10,80,0,0,0,0,36,1,7,7
814,27,2,4,5,50,4,4,0,1,0,0,NA,NA,3,NA,NA,NA,NA,50,3,2,1,NA,NA,NA,NA,5,NA,NA,0,0,60,20,20,NA,NA,0,3,3,1,73,3,2,1,NA,NA,NA,4,NA,NA,NA,10,10,10,10,10,0,50,11,0,0,0
815,29,1,7,7,50,2,3,0,0,1,2,NA,NA,3,NA,NA,NA,NA,79,4,4,1,NA,NA,NA,4,NA,NA,NA,5,0,90,5,0,NA,NA,40,2,0,1,34,3,4,1,NA,NA,NA,4,NA,NA,NA,10,10,10,20,10,0,40,2,1,0,0
816,24,2,5,2,0,4,4,69,1,10,10,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
817,38,2,6,10,9,4,3,36,7,8,8,NA,NA,3,NA,NA,NA,NA,7,4,4,1,NA,2,3,NA,NA,NA,NA,5,45,50,0,0,NA,NA,74,4,8,8,0,3,4,1,NA,NA,3,NA,NA,NA,NA,0,10,80,0,10,0,0,49,6,9,9
818,31,1,4,7,0,1,2,32,0,3,2,1,NA,NA,NA,5,NA,NA,0,2,1,1,NA,2,3,4,5,NA,NA,10,5,0,0,60,NA,25,5,1,2,1,0,3,2,1,NA,NA,NA,NA,5,6,주변지인,5,5,0,0,75,15,0,5,1,2,2
819,27,2,6,5,0,4,3,0,2,6,10,1,NA,NA,NA,NA,NA,NA,3,3,3,1,NA,NA,3,4,NA,NA,NA,0,0,50,50,0,NA,NA,30,2,6,4,0,4,4,1,1,NA,3,NA,NA,NA,NA,0,0,50,50,0,0,0,0,3,6,6
820,26,2,3,5,50,5,5,31,5,0,0,NA,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
821,54,2,6,5,50,4,4,26,0,8,8,1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,4,4,1,1,2,3,4,5,NA,NA,30,20,10,20,10,0,10,0,1,5,4
822,46,2,4,5,50,4,4,0,2,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
823,50,1,8,8,50,4,3,100,3,9,10,1,2,3,NA,NA,NA,NA,50,4,3,1,1,2,NA,NA,NA,NA,NA,10,40,10,20,20,NA,NA,55,6,0,7,50,3,3,1,1,2,NA,NA,NA,NA,NA,50,50,0,0,0,0,0,0,4,7,9
824,37,2,4,5,22,3,3,14,2,0,0,1,NA,NA,NA,NA,NA,NA,34,3,3,3,1,NA,NA,NA,NA,NA,NA,60,0,5,30,5,NA,NA,25,1,0,2,65,4,3,1,1,2,3,NA,NA,NA,NA,80,5,0,15,0,0,0,48,0,0,3
825,23,1,7,5,50,4,3,0,1,10,10,NA,NA,NA,4,NA,NA,NA,50,3,2,1,NA,NA,NA,4,NA,NA,NA,5,0,0,90,5,NA,NA,0,2,8,8,43,3,3,1,NA,NA,NA,4,NA,NA,NA,20,0,20,60,0,0,0,0,0,8,4
826,40,2,3,5,0,3,2,30,0,4,7,1,NA,3,NA,NA,NA,NA,2,4,2,1,1,NA,NA,NA,NA,NA,NA,60,10,30,0,0,NA,NA,38,2,4,0,14,3,2,1,1,NA,NA,NA,NA,NA,NA,90,10,0,0,0,0,0,0,1,4,4
827,53,1,9,4,62,5,4,16,1,5,5,1,2,3,4,NA,NA,NA,50,4,3,3,NA,2,3,NA,NA,NA,NA,30,0,20,50,0,NA,NA,27,1,3,3,26,5,4,1,1,2,NA,NA,NA,NA,NA,20,0,0,80,0,0,0,0,1,5,5
828,28,2,5,6,39,4,4,44,0,5,7,1,NA,3,NA,NA,NA,NA,35,4,3,1,1,NA,NA,NA,NA,NA,NA,50,0,0,0,50,NA,NA,43,3,5,3,63,4,3,1,NA,2,NA,NA,NA,NA,NA,50,0,0,0,50,0,0,17,0,0,0
829,41,1,7,5,99,4,4,59,2,0,0,1,2,NA,NA,NA,NA,NA,50,4,3,1,1,NA,NA,NA,NA,NA,NA,0,10,0,0,90,NA,NA,49,5,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
830,19,1,6,4,74,4,3,14,0,3,4,1,NA,3,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
831,39,1,6,5,3,4,2,0,2,6,5,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,2,1,NA,3,NA,NA,NA,NA,10,50,0,0,40,0,0,1,2,5,5
832,53,2,4,5,58,4,4,32,1,5,6,1,2,NA,NA,NA,NA,NA,10,3,3,3,1,2,NA,NA,NA,NA,NA,40,30,10,10,10,NA,NA,35,2,8,10,39,4,3,1,1,2,NA,NA,5,NA,NA,40,30,5,5,20,0,0,15,2,10,8
833,27,1,8,5,64,3,3,80,1,3,1,1,NA,NA,NA,NA,NA,NA,74,3,3,1,NA,NA,3,NA,NA,NA,NA,80,0,20,0,0,NA,NA,1,3,3,1,77,4,3,1,1,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,0,44,2,2,6
834,36,1,5,5,20,5,3,11,1,5,4,1,NA,NA,4,5,NA,NA,69,4,2,1,1,NA,NA,4,5,NA,NA,30,0,10,40,20,NA,NA,25,1,6,4,61,4,5,1,NA,NA,NA,4,5,NA,NA,10,10,40,20,20,0,0,17,1,5,6
835,39,2,6,4,32,4,3,0,1,1,0,1,2,3,NA,NA,NA,NA,0,4,3,1,1,NA,NA,NA,NA,NA,NA,80,20,0,0,0,NA,NA,0,1,2,0,50,4,3,1,1,NA,3,NA,5,NA,NA,50,20,30,0,0,0,0,25,3,0,0
836,35,1,2,6,15,1,2,10,1,2,2,NA,2,NA,NA,5,NA,NA,35,2,1,1,NA,2,NA,NA,NA,NA,NA,0,95,0,0,5,NA,NA,15,1,8,7,10,1,2,1,NA,2,NA,NA,NA,NA,NA,0,100,0,0,0,0,0,15,1,7,7
837,42,2,7,2,66,5,5,86,3,5,5,1,NA,3,4,5,NA,NA,81,4,4,1,1,NA,3,4,5,NA,NA,5,0,5,80,10,NA,NA,100,2,6,5,70,5,5,1,1,NA,3,4,5,NA,NA,10,0,10,70,10,0,0,100,1,5,5
838,52,1,5,5,52,4,4,0,2,10,10,1,NA,3,4,NA,NA,NA,31,4,3,1,1,NA,3,4,NA,NA,NA,20,20,20,20,20,NA,NA,86,5,10,10,39,4,4,1,1,NA,3,4,NA,NA,NA,50,10,10,10,10,0,10,100,5,10,10
840,29,2,3,6,20,4,5,10,2,4,4,1,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
841,45,2,4,5,67,4,4,0,2,2,4,1,2,NA,NA,NA,NA,NA,56,5,4,1,1,2,NA,NA,NA,NA,NA,50,50,0,0,0,NA,NA,10,1,3,4,50,5,5,1,1,2,NA,NA,NA,NA,NA,20,80,0,0,0,0,0,0,1,6,4
842,43,1,7,4,82,3,3,32,0,1,0,1,NA,NA,NA,NA,NA,NA,77,3,4,1,NA,NA,NA,NA,5,NA,NA,20,20,20,20,20,NA,NA,6,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
843,49,2,5,3,26,2,2,46,2,6,8,1,2,NA,NA,NA,NA,NA,25,3,4,1,1,NA,NA,NA,NA,NA,NA,55,20,10,10,5,NA,NA,45,1,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
844,39,2,6,5,0,4,4,20,0,4,5,NA,NA,3,NA,5,NA,NA,50,4,4,1,1,NA,3,NA,5,NA,NA,30,5,30,5,30,NA,NA,0,0,4,4,0,4,3,1,NA,NA,3,NA,5,NA,NA,10,0,50,10,30,0,0,0,1,0,0
845,38,2,5,10,50,5,4,0,5,2,1,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,4,4,1,1,NA,NA,NA,5,NA,NA,20,0,20,30,20,0,10,38,5,0,0
846,36,1,7,3,69,4,3,65,0,1,4,1,2,NA,NA,NA,NA,NA,50,3,4,1,1,2,NA,NA,NA,NA,NA,30,30,30,10,0,NA,NA,0,2,0,0,0,4,2,1,NA,NA,3,NA,NA,NA,NA,30,30,40,0,0,0,0,0,1,0,1
847,49,1,5,5,62,3,3,4,0,0,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
848,65,2,5,5,30,5,4,39,0,6,10,1,2,NA,NA,NA,NA,NA,20,5,4,1,1,2,NA,NA,5,NA,NA,60,30,0,0,10,NA,NA,10,0,5,8,30,5,4,1,1,2,3,NA,NA,NA,NA,50,30,20,0,0,0,0,30,0,8,6
849,34,2,6,6,0,4,4,15,0,5,2,1,2,NA,NA,NA,NA,NA,0,4,4,1,1,2,NA,NA,NA,NA,NA,45,50,5,0,0,NA,NA,26,2,0,5,0,4,4,1,1,2,3,NA,5,NA,NA,35,50,5,5,5,0,0,25,1,0,5
850,34,2,6,6,26,4,4,36,0,2,1,1,2,NA,NA,5,NA,NA,10,5,4,1,1,2,3,NA,5,NA,NA,20,5,5,0,70,NA,NA,18,1,3,2,11,4,4,1,1,NA,NA,4,5,NA,NA,20,0,0,20,60,0,0,27,2,0,1
851,25,1,3,5,21,5,4,17,1,9,7,1,NA,3,NA,NA,NA,NA,0,5,2,3,NA,2,3,NA,5,NA,NA,50,20,10,0,20,NA,NA,0,1,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
853,25,1,4,4,11,4,4,0,2,4,6,1,NA,3,NA,NA,NA,NA,10,4,4,1,1,NA,3,NA,5,NA,NA,40,0,30,0,30,NA,NA,0,3,6,6,10,4,4,1,1,NA,3,NA,NA,NA,NA,70,10,20,0,0,0,0,9,1,8,4
854,64,1,5,5,50,4,3,38,0,7,10,1,2,NA,4,NA,NA,NA,50,2,2,1,1,NA,3,NA,NA,NA,NA,50,0,20,30,0,NA,NA,53,0,6,0,23,4,3,1,1,NA,NA,4,NA,NA,NA,30,5,10,30,25,0,0,55,0,5,6
855,32,2,7,5,4,3,3,0,3,6,6,NA,2,NA,NA,NA,NA,NA,50,2,3,1,NA,2,NA,NA,NA,NA,NA,20,80,0,0,0,NA,NA,47,5,5,4,72,2,4,1,NA,NA,NA,4,NA,NA,NA,0,0,0,100,0,0,0,45,2,1,0
856,32,2,5,4,0,5,3,100,1,3,3,NA,NA,3,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
857,24,2,3,7,29,3,3,12,5,4,1,1,NA,NA,NA,5,NA,NA,50,5,4,1,1,2,NA,NA,NA,NA,NA,80,5,3,2,10,NA,NA,0,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
858,24,2,4,3,51,4,3,0,3,6,6,NA,2,3,NA,NA,NA,NA,55,5,4,1,1,2,3,NA,5,NA,NA,5,40,40,0,15,NA,NA,56,1,2,2,21,4,4,1,1,2,3,NA,5,NA,NA,5,70,15,0,10,0,0,55,1,6,5
859,43,2,5,4,15,4,3,30,0,6,6,NA,2,NA,NA,NA,NA,NA,17,3,3,1,1,NA,NA,4,NA,NA,NA,35,20,5,30,10,NA,NA,68,1,6,5,19,3,3,1,1,2,NA,4,NA,NA,NA,40,20,10,30,0,0,0,71,1,8,7
860,38,2,6,5,62,4,3,0,1,0,0,1,NA,3,NA,NA,NA,NA,69,4,4,1,1,2,NA,NA,NA,NA,NA,60,30,0,10,0,NA,NA,0,1,0,0,24,4,3,3,1,NA,NA,NA,NA,NA,NA,50,40,10,0,0,0,0,0,1,0,0
861,34,1,7,2,91,4,5,68,1,9,10,1,2,3,NA,NA,NA,NA,70,5,4,1,NA,NA,3,NA,NA,NA,NA,20,20,20,20,20,NA,NA,32,0,8,6,84,5,5,1,NA,NA,3,4,NA,NA,NA,25,0,25,25,25,0,0,44,1,9,7
862,47,2,10,10,100,5,5,100,10,5,5,NA,NA,3,4,NA,NA,NA,50,4,5,1,NA,NA,3,NA,NA,NA,NA,5,5,5,70,15,NA,NA,100,10,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
863,35,2,7,10,46,4,2,97,7,5,7,1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
864,40,2,4,5,50,4,4,1,1,0,0,NA,NA,3,NA,NA,NA,NA,21,2,2,1,1,NA,3,NA,5,NA,NA,90,0,5,0,5,NA,NA,0,1,0,0,50,2,3,1,1,NA,3,4,NA,NA,NA,50,0,50,0,0,0,0,0,1,8,7
865,31,1,6,8,80,4,4,12,1,7,5,NA,2,3,NA,5,NA,NA,72,4,4,3,1,2,NA,4,NA,NA,NA,20,10,20,30,20,NA,NA,19,0,4,7,80,3,3,1,1,NA,NA,NA,NA,NA,NA,20,20,20,20,20,0,0,17,2,4,5
866,47,2,5,1,60,5,5,87,3,9,9,1,2,NA,NA,NA,NA,NA,50,5,5,1,1,NA,NA,NA,NA,NA,NA,100,0,0,0,0,NA,NA,86,3,9,7,50,5,4,1,1,NA,NA,NA,NA,NA,NA,80,10,0,10,0,0,0,81,5,10,0
867,68,2,2,5,27,3,3,57,1,0,1,1,NA,NA,NA,NA,NA,NA,69,4,4,1,1,NA,NA,NA,NA,NA,NA,100,0,0,0,0,NA,NA,12,1,5,2,16,4,3,1,1,NA,NA,NA,NA,NA,NA,90,3,1,1,5,0,0,17,1,4,1
868,21,1,6,5,0,3,2,15,1,10,10,1,NA,3,4,NA,NA,NA,26,2,1,2,1,2,NA,NA,NA,NA,NA,20,80,0,0,0,NA,NA,35,3,6,10,4,3,1,1,1,2,NA,NA,NA,NA,NA,35,60,5,0,0,0,0,40,4,7,9
